transaction_id,transaction_date,transaction_time,transaction_qty,store_id,store_location,unit_price,product_category,product_type
33,06/11/2023,06:27:55,1,3,Eindhoven,3.25,Tea,Chai tea
34,06/06/2023,08:11:32,1,2,Utrecht,6.3,Coffee,Organic blended coffee
35,06/10/2023,12:51:59,1,1,Alkmaar,3.0,Bakery,Scone
36,06/09/2023,08:57:15,2,3,Eindhoven,3.25,Tea,Chai tea
37,06/09/2023,06:51:07,1,3,Eindhoven,3.0,Tea,Black tea
38,06/08/2023,15:43:36,2,2,Utrecht,3.5,Bakery,Pie
39,06/06/2023,10:33:47,1,1,Alkmaar,3.0,Bakery,Scone
40,06/08/2023,19:37:04,2,1,Alkmaar,2.0,Coffee,Black coffee
41,06/10/2023,08:08:29,1,3,Eindhoven,3.0,Bakery,Scone
42,06/06/2023,08:42:26,2,3,Eindhoven,4.25,Coffee,Syrup coffee
43,06/06/2023,10:29:40,1,3,Eindhoven,2.0,Coffee,Black coffee
44,06/08/2023,12:11:39,2,3,Eindhoven,4.5,Chocolate,Hot chocolate
45,06/09/2023,11:46:02,4,2,Utrecht,4.5,Chocolate,Hot chocolate
46,06/09/2023,10:37:23,5,1,Alkmaar,3.0,Tea,Black tea
47,06/07/2023,09:39:56,2,1,Alkmaar,3.0,Bakery,Scone
48,06/11/2023,16:13:50,1,2,Utrecht,3.5,Coffee,Milk coffee
49,06/10/2023,07:43:57,1,2,Utrecht,3.15,Tea,Green tea
50,06/10/2023,16:50:57,2,1,Alkmaar,3.75,Bakery,Sandwich
51,06/09/2023,19:17:58,1,3,Eindhoven,4.5,Chocolate,Hot chocolate
52,06/07/2023,17:09:13,2,2,Utrecht,3.5,Bakery,Pie
53,06/11/2023,14:38:08,2,3,Eindhoven,4.5,Chocolate,Hot chocolate
54,06/09/2023,15:27:56,2,2,Utrecht,3.5,Bakery,Pie
55,06/10/2023,17:50:19,2,2,Utrecht,3.0,Tea,Black tea
56,06/07/2023,10:36:01,2,1,Alkmaar,3.0,Bakery,Scone
57,06/10/2023,07:46:18,1,3,Eindhoven,6.3,Coffee,Organic blended coffee
58,06/11/2023,06:47:52,2,2,Utrecht,4.25,Coffee,Syrup coffee
59,06/11/2023,12:52:01,2,1,Alkmaar,3.5,Tea,Herbal tea
60,06/07/2023,14:37:51,2,2,Utrecht,4.5,Chocolate,Hot chocolate
61,06/09/2023,17:23:48,1,3,Eindhoven,2.0,Coffee,Black coffee
62,06/06/2023,12:31:04,2,3,Eindhoven,3.15,Tea,Green tea
63,06/11/2023,10:47:56,3,2,Utrecht,4.5,Chocolate,Hot chocolate
64,06/11/2023,18:15:50,1,2,Utrecht,3.0,Bakery,Scone
65,06/07/2023,10:33:49,2,3,Eindhoven,4.5,Chocolate,Hot chocolate
66,06/07/2023,08:13:59,5,1,Alkmaar,3.15,Tea,Green tea
67,06/11/2023,13:52:51,6,2,Utrecht,3.15,Tea,Green tea
68,06/10/2023,06:56:58,3,3,Eindhoven,3.75,Bakery,Sandwich
69,06/09/2023,16:40:27,1,2,Utrecht,3.15,Tea,Green tea
70,06/09/2023,09:01:22,2,3,Eindhoven,4.5,Chocolate,Hot chocolate
71,06/09/2023,08:37:45,3,3,Eindhoven,3.5,Coffee,Milk coffee
72,06/10/2023,17:45:20,2,3,Eindhoven,4.5,Chocolate,Hot chocolate
73,06/09/2023,08:01:40,2,2,Utrecht,3.75,Bakery,Sandwich
74,06/10/2023,17:36:52,1,,Utrecht,3.75,Bakery,Sandwich
75,06/09/2023,13:46:07,2,1,Alkmaar,4.5,Chocolate,Hot chocolate
76,06/09/2023,08:44:13,2,2,Utrecht,6.3,Coffee,Organic blended coffee
77,06/08/2023,09:27:18,1,3,Eindhoven,3.0,Tea,Black tea
78,06/09/2023,11:04:34,1,2,Utrecht,3.5,Coffee,Milk coffee
79,06/11/2023,08:53:38,2,2,Utrecht,3.5,Tea,Herbal tea
80,06/09/2023,08:44:43,1,2,Utrecht,3.5,Bakery,Pie
81,06/08/2023,10:09:26,1,2,Utrecht,3.0,Bakery,Scone
82,06/11/2023,12:46:32,2,1,Alkmaar,3.0,Tea,Black tea
83,06/08/2023,08:11:28,2,2,Utrecht,3.5,Tea,Herbal tea
84,06/10/2023,09:36:06,1,3,Eindhoven,4.25,Coffee,Syrup coffee
85,06/06/2023,13:31:19,,2,Utrecht,3.75,Bakery,Sandwich
86,06/09/2023,08:03:02,1,3,Eindhoven,3.15,Tea,Green tea
87,06/09/2023,18:32:33,2,3,Eindhoven,6.3,Coffee,Organic blended coffee
88,06/10/2023,16:43:51,1,1,Alkmaar,4.5,Chocolate,Hot chocolate
89,06/09/2023,17:17:28,2,3,Eindhoven,4.25,Coffee,Syrup coffee
90,06/11/2023,16:41:58,2,1,Alkmaar,4.25,Coffee,Syrup coffee
91,06/07/2023,17:46:29,3,1,Alkmaar,3.5,Bakery,Pie
92,06/09/2023,08:15:00,2,2,Utrecht,3.0,Tea,Black tea
93,06/08/2023,06:05:32,1,1,Alkmaar,3.75,Bakery,Sandwich
94,06/09/2023,14:30:13,4,2,Utrecht,3.75,Bakery,Sandwich
95,06/09/2023,09:03:19,4,2,Utrecht,6.3,Coffee,Organic blended coffee
96,06/09/2023,09:06:43,2,2,Utrecht,3.0,Bakery,Scone
97,06/08/2023,17:08:05,1,2,Utrecht,2.0,Coffee,Black coffee
98,06/07/2023,09:25:39,1,3,Eindhoven,3.15,Tea,Green tea
99,06/07/2023,08:27:14,2,2,Utrecht,3.5,Tea,Herbal tea
100,06/06/2023,14:51:37,,3,Eindhoven,2.0,Coffee,Black coffee
101,06/08/2023,12:37:49,2,1,Alkmaar,6.3,Coffee,Organic blended coffee
102,06/07/2023,16:33:34,2,1,Alkmaar,3.5,Coffee,Milk coffee
103,06/06/2023,13:33:49,1,3,Eindhoven,4.25,Coffee,Syrup coffee
104,06/06/2023,10:18:50,1,1,Alkmaar,3.5,Coffee,Milk coffee
105,06/09/2023,08:45:52,2,3,Eindhoven,3.5,Bakery,Pie
106,06/09/2023,13:11:56,1,2,Utrecht,4.5,Chocolate,Hot chocolate
107,06/09/2023,19:47:27,2,1,Alkmaar,4.5,Chocolate,Hot chocolate
108,06/11/2023,08:00:51,1,1,Alkmaar,3.5,Tea,Herbal tea
109,06/09/2023,07:28:09,2,2,Utrecht,6.3,Coffee,Organic blended coffee
110,06/07/2023,10:29:57,1,3,Eindhoven,3.0,Bakery,Scone
111,06/09/2023,06:40:11,2,3,Eindhoven,3.75,Bakery,Sandwich
112,06/11/2023,13:25:47,2,3,Eindhoven,3.0,Bakery,Scone
113,06/07/2023,16:14:40,6,2,Utrecht,3.5,Bakery,Pie
114,06/07/2023,14:20:49,2,1,Alkmaar,3.5,Bakery,Pie
115,06/09/2023,16:59:52,1,1,Alkmaar,4.5,Chocolate,Hot chocolate
116,06/08/2023,16:28:10,2,2,Utrecht,3.5,Tea,Herbal tea
117,06/11/2023,06:34:27,3,2,Utrecht,4.25,Coffee,Syrup coffee
118,06/09/2023,12:50:51,1,1,Alkmaar,3.0,Bakery,Scone
119,06/10/2023,16:01:04,2,2,Utrecht,3.25,Tea,Chai tea
120,06/10/2023,08:54:13,2,3,Eindhoven,4.25,Coffee,Syrup coffee
121,06/08/2023,12:07:20,4,3,Eindhoven,3.0,Bakery,Scone
122,06/08/2023,11:28:52,2,2,Utrecht,3.25,Tea,Chai tea
123,06/09/2023,13:34:10,2,1,Alkmaar,3.0,Bakery,Scone
124,06/07/2023,13:55:28,2,2,Utrecht,3.25,Tea,Chai tea
125,06/07/2023,19:21:15,2,1,Alkmaar,3.15,Tea,Green tea
126,06/09/2023,15:29:31,2,1,Alkmaar,4.5,Chocolate,Hot chocolate
127,06/07/2023,06:42:18,2,2,Utrecht,3.0,Tea,Black tea
128,06/08/2023,16:07:48,5,2,Utrecht,3.75,Bakery,Sandwich
129,06/10/2023,08:21:44,2,1,Alkmaar,3.15,Tea,Green tea
130,06/05/2023,07:57:41,1,2,Utrecht,4.5,Chocolate,Hot chocolate
131,06/08/2023,09:38:29,2,3,Eindhoven,3.5,Bakery,Pie
132,06/08/2023,10:16:45,2,3,Eindhoven,3.0,Tea,Black tea
133,06/10/2023,16:44:39,2,1,Alkmaar,4.25,Coffee,Syrup coffee
134,06/06/2023,17:14:10,1,1,Alkmaar,3.5,Tea,Herbal tea
135,06/09/2023,16:53:46,1,1,Alkmaar,3.5,Tea,Herbal tea
136,06/08/2023,11:05:30,1,3,Eindhoven,4.25,Coffee,Syrup coffee
137,06/10/2023,17:39:42,4,2,Utrecht,4.5,Chocolate,Hot chocolate
138,06/10/2023,13:17:43,2,3,Eindhoven,2.0,Coffee,Black coffee
139,06/09/2023,16:53:51,1,1,Alkmaar,2.0,Coffee,Black coffee
140,06/06/2023,10:20:33,4,2,Utrecht,3.5,Bakery,Pie
141,06/08/2023,12:03:42,2,3,Eindhoven,3.0,Bakery,Scone
142,06/07/2023,09:31:49,2,2,Utrecht,4.5,Chocolate,Hot chocolate
143,06/06/2023,19:55:15,1,1,Alkmaar,3.5,Bakery,Pie
144,06/09/2023,16:53:10,2,1,Alkmaar,6.3,Coffee,Organic blended coffee
145,06/11/2023,11:58:15,2,1,Alkmaar,6.3,Coffee,Organic blended coffee
146,06/11/2023,13:57:56,,2,Utrecht,4.25,Coffee,Syrup coffee
147,06/05/2023,14:06:19,2,1,Alkmaar,3.0,Tea,Black tea
148,06/09/2023,06:05:24,2,2,Utrecht,3.5,Bakery,Pie
149,06/10/2023,14:06:05,1,3,Eindhoven,3.0,Tea,Black tea
150,06/06/2023,11:45:11,1,3,Eindhoven,3.0,Tea,Black tea
151,06/10/2023,11:18:25,1,3,Eindhoven,3.75,Bakery,Sandwich
152,06/10/2023,14:30:08,2,2,Utrecht,6.3,Coffee,Organic blended coffee
153,06/06/2023,12:14:45,1,1,Alkmaar,4.5,Chocolate,Hot chocolate
154,06/09/2023,13:21:44,1,2,Utrecht,3.0,Tea,Black tea
155,06/10/2023,08:47:13,1,1,Alkmaar,3.75,Bakery,Sandwich
156,06/09/2023,08:50:53,1,3,Eindhoven,3.5,Coffee,Milk coffee
157,06/07/2023,08:17:19,1,3,Eindhoven,4.5,Chocolate,Hot chocolate
158,06/06/2023,14:47:02,2,3,Eindhoven,4.5,Chocolate,Hot chocolate
159,06/11/2023,11:01:47,4,1,Alkmaar,3.5,Tea,Herbal tea
160,06/11/2023,12:00:13,1,1,Alkmaar,3.5,Bakery,Pie
161,06/10/2023,17:16:20,1,1,Alkmaar,3.5,Coffee,Milk coffee
162,06/06/2023,07:28:04,2,3,Eindhoven,2.0,Coffee,Black coffee
163,06/10/2023,10:04:21,1,2,Utrecht,2.0,Coffee,Black coffee
164,06/08/2023,16:04:49,2,2,Utrecht,3.75,Bakery,Sandwich
165,06/09/2023,16:47:31,4,2,Utrecht,3.0,Tea,Black tea
166,06/08/2023,11:48:27,2,1,Alkmaar,4.5,Chocolate,Hot chocolate
167,06/11/2023,09:58:08,2,2,Utrecht,4.5,Chocolate,Hot chocolate
168,06/11/2023,17:01:56,3,1,Alkmaar,3.0,Tea,Black tea
169,06/10/2023,08:13:59,3,2,Utrecht,3.5,Bakery,Pie
170,06/06/2023,14:29:12,4,2,Utrecht,6.3,Coffee,Organic blended coffee
171,06/11/2023,10:23:17,4,2,Utrecht,3.5,Tea,Herbal tea
172,06/07/2023,10:51:13,1,2,Utrecht,4.25,Coffee,Syrup coffee
173,06/09/2023,16:00:54,1,2,Utrecht,4.25,Coffee,Syrup coffee
174,06/11/2023,11:52:14,5,3,Eindhoven,4.5,Chocolate,Hot chocolate
175,06/06/2023,09:47:08,6,1,Alkmaar,2.0,Coffee,Black coffee
176,06/05/2023,15:55:24,1,3,Eindhoven,4.5,Chocolate,Hot chocolate
177,06/09/2023,06:00:19,2,2,Utrecht,3.0,Tea,Black tea
178,06/10/2023,11:12:06,,1,Alkmaar,3.25,Tea,Chai tea
179,06/11/2023,14:26:08,1,2,Utrecht,3.5,Coffee,Milk coffee
180,06/08/2023,10:59:36,2,2,Utrecht,6.3,Coffee,Organic blended coffee
181,06/06/2023,17:46:10,2,2,Utrecht,3.75,Bakery,Sandwich
182,06/07/2023,13:22:09,2,1,Alkmaar,3.0,Tea,Black tea
183,06/07/2023,19:43:10,1,1,Alkmaar,3.0,Tea,Black tea
184,06/10/2023,17:11:21,1,2,Utrecht,6.3,Coffee,Organic blended coffee
185,06/09/2023,18:55:11,,2,Utrecht,4.5,Chocolate,Hot chocolate
186,06/08/2023,16:43:38,1,1,Alkmaar,4.5,Chocolate,Hot chocolate
187,06/09/2023,11:08:13,2,1,Alkmaar,3.0,Bakery,Scone
188,06/08/2023,17:04:36,2,2,Utrecht,3.5,Coffee,Milk coffee
189,06/10/2023,12:46:33,2,2,Utrecht,3.15,Tea,Green tea
190,06/11/2023,17:28:48,2,1,Alkmaar,3.75,Bakery,Sandwich
191,06/06/2023,13:53:55,1,2,Utrecht,4.5,Chocolate,Hot chocolate
192,06/08/2023,08:57:34,1,3,Eindhoven,3.5,Coffee,Milk coffee
193,06/09/2023,12:58:13,1,2,Utrecht,4.25,Coffee,Syrup coffee
194,06/11/2023,09:16:36,3,2,Utrecht,3.0,Tea,Black tea
195,06/09/2023,10:51:44,1,2,Utrecht,3.0,Bakery,Scone
196,06/10/2023,10:20:27,4,1,Alkmaar,3.0,Bakery,Scone
197,06/06/2023,07:22:09,5,3,Eindhoven,3.75,Bakery,Sandwich
198,06/08/2023,06:37:43,4,2,Utrecht,4.5,Chocolate,Hot chocolate
199,06/10/2023,17:45:12,2,2,Utrecht,3.5,Bakery,Pie
200,06/10/2023,08:50:08,1,3,Eindhoven,4.5,Chocolate,Hot chocolate
201,06/10/2023,08:04:40,2,2,Utrecht,4.5,Chocolate,Hot chocolate
202,06/10/2023,17:42:10,2,1,Alkmaar,3.25,Tea,Chai tea
203,06/10/2023,10:17:20,2,3,Eindhoven,3.5,Tea,Herbal tea
204,06/05/2023,09:47:20,1,2,Utrecht,4.5,Chocolate,Hot chocolate
205,06/11/2023,16:23:37,1,2,Utrecht,4.5,Chocolate,Hot chocolate
206,06/11/2023,12:32:34,3,2,Utrecht,4.5,Chocolate,Hot chocolate
207,06/06/2023,19:16:08,2,1,Alkmaar,6.3,Coffee,Organic blended coffee
208,06/10/2023,16:00:38,6,1,Alkmaar,3.15,Tea,Green tea
209,06/07/2023,11:54:20,2,1,Alkmaar,2.0,Coffee,Black coffee
210,06/11/2023,19:27:12,1,2,Utrecht,4.5,Chocolate,Hot chocolate
211,06/08/2023,08:17:18,2,2,Utrecht,3.0,Tea,Black tea
212,06/07/2023,11:01:09,2,2,Utrecht,3.0,Bakery,Scone
213,06/10/2023,13:24:02,1,2,Utrecht,3.75,Bakery,Sandwich
214,06/10/2023,09:03:01,2,1,Alkmaar,2.0,Coffee,Black coffee
215,06/07/2023,10:40:48,1,3,Eindhoven,4.5,Chocolate,Hot chocolate
216,06/07/2023,09:44:52,1,1,Alkmaar,4.5,Chocolate,Hot chocolate
217,06/08/2023,16:27:19,2,3,Eindhoven,4.5,Chocolate,Hot chocolate
218,06/09/2023,11:17:31,1,2,Utrecht,4.5,Chocolate,Hot chocolate
219,06/06/2023,08:50:25,2,2,Utrecht,3.75,Bakery,Sandwich
220,06/09/2023,17:13:32,1,1,Alkmaar,4.25,Coffee,Syrup coffee
221,06/08/2023,19:19:18,2,3,Eindhoven,2.0,Coffee,Black coffee
222,06/10/2023,16:13:02,2,2,Utrecht,3.5,Tea,Herbal tea
223,06/06/2023,13:10:43,2,2,Utrecht,4.5,Chocolate,Hot chocolate
224,06/10/2023,16:26:51,1,2,Utrecht,4.5,Chocolate,Hot chocolate
225,06/05/2023,18:00:11,2,1,Alkmaar,3.75,Bakery,Sandwich
226,06/11/2023,07:36:21,2,1,Alkmaar,3.5,Bakery,Pie
227,06/06/2023,12:02:59,1,1,Alkmaar,2.0,Coffee,Black coffee
228,06/11/2023,08:00:54,2,3,Eindhoven,3.15,Tea,Green tea
229,06/06/2023,14:48:51,2,2,Utrecht,4.5,Chocolate,Hot chocolate
230,06/10/2023,18:38:54,1,2,Utrecht,4.25,Coffee,Syrup coffee
231,06/09/2023,10:49:06,3,3,Eindhoven,3.25,Tea,Chai tea
232,06/07/2023,07:40:35,1,1,Alkmaar,3.5,Bakery,Pie
233,06/07/2023,11:00:01,4,2,Utrecht,3.0,Tea,Black tea
234,06/11/2023,10:24:52,4,2,Utrecht,4.5,Chocolate,Hot chocolate
235,06/11/2023,10:39:04,2,3,Eindhoven,4.5,Chocolate,Hot chocolate
236,06/09/2023,09:18:41,1,3,Eindhoven,3.0,Tea,Black tea
237,06/10/2023,07:24:11,2,1,Alkmaar,3.25,Tea,Chai tea
238,06/07/2023,19:08:52,1,2,Utrecht,3.25,Tea,Chai tea
239,06/09/2023,09:13:51,1,3,Eindhoven,4.25,Coffee,Syrup coffee
240,06/10/2023,16:23:24,3,2,Utrecht,2.0,Coffee,Black coffee
241,06/10/2023,14:02:10,2,1,Alkmaar,3.25,Tea,Chai tea
242,06/06/2023,07:32:15,2,1,Alkmaar,3.25,Tea,Chai tea
243,06/11/2023,19:37:15,1,3,Eindhoven,3.5,Tea,Herbal tea
244,06/06/2023,09:26:17,1,3,Eindhoven,4.5,Chocolate,Hot chocolate
245,06/09/2023,08:30:45,2,3,Eindhoven,4.5,Chocolate,Hot chocolate
246,06/05/2023,11:14:06,1,2,Utrecht,3.5,Coffee,Milk coffee
247,06/10/2023,16:39:36,1,2,Utrecht,3.75,Bakery,Sandwich
248,06/06/2023,08:21:42,4,3,Eindhoven,3.0,Tea,Black tea
249,06/08/2023,13:03:57,2,1,Alkmaar,3.15,Tea,Green tea
250,06/09/2023,12:09:54,2,1,Alkmaar,6.3,Coffee,Organic blended coffee
251,06/10/2023,15:04:31,3,3,Eindhoven,3.0,Bakery,Scone
252,06/06/2023,17:29:56,3,2,Utrecht,4.5,Chocolate,Hot chocolate
253,06/08/2023,10:17:37,4,3,Eindhoven,3.0,Bakery,Scone
254,06/11/2023,11:15:56,1,1,Alkmaar,3.25,Tea,Chai tea
255,06/09/2023,11:37:18,1,2,Utrecht,4.5,Chocolate,Hot chocolate
256,06/09/2023,09:01:13,2,3,Eindhoven,3.0,Bakery,Scone
257,06/11/2023,17:29:41,2,1,Alkmaar,4.25,Coffee,Syrup coffee
258,06/10/2023,08:21:27,4,2,Utrecht,4.25,Coffee,Syrup coffee
259,06/05/2023,10:18:56,2,3,Eindhoven,3.25,Tea,Chai tea
260,06/10/2023,09:43:40,3,2,Utrecht,4.5,Chocolate,Hot chocolate
261,06/07/2023,14:23:52,1,1,Alkmaar,3.0,Bakery,Scone
262,06/10/2023,11:24:15,4,2,Utrecht,3.0,Tea,Black tea
263,06/06/2023,17:24:31,2,2,Utrecht,2.0,Coffee,Black coffee
264,06/09/2023,11:59:00,2,1,Alkmaar,3.5,Tea,Herbal tea
265,06/09/2023,12:04:25,2,2,Utrecht,3.5,Coffee,Milk coffee
266,06/11/2023,08:37:12,2,3,Eindhoven,4.5,Chocolate,Hot chocolate
267,06/06/2023,11:47:09,2,3,Eindhoven,4.5,Chocolate,Hot chocolate
268,06/05/2023,11:58:21,2,1,Alkmaar,3.5,Coffee,Milk coffee
269,06/06/2023,13:29:47,2,1,Alkmaar,3.75,Bakery,Sandwich
270,06/08/2023,17:58:12,2,2,Utrecht,3.5,Bakery,Pie
271,06/10/2023,09:38:36,2,2,Utrecht,3.5,Bakery,Pie
272,06/07/2023,09:15:21,2,2,Utrecht,4.5,Chocolate,Hot chocolate
273,06/05/2023,09:29:51,2,2,Utrecht,4.5,Chocolate,Hot chocolate
274,06/07/2023,15:16:21,1,1,Alkmaar,3.5,Bakery,Pie
275,06/11/2023,11:46:40,4,1,Alkmaar,4.5,Chocolate,Hot chocolate
276,06/10/2023,09:54:47,2,2,Utrecht,4.5,Chocolate,Hot chocolate
277,06/07/2023,18:28:04,1,1,Alkmaar,3.0,Bakery,Scone
278,06/08/2023,18:46:20,1,3,Eindhoven,3.15,Tea,Green tea
279,06/05/2023,17:05:47,1,1,Alkmaar,3.0,Tea,Black tea
280,06/10/2023,10:35:49,1,3,Eindhoven,6.3,Coffee,Organic blended coffee
281,06/11/2023,06:17:07,1,1,Alkmaar,3.75,Bakery,Sandwich
282,06/11/2023,08:57:27,4,3,Eindhoven,3.5,Tea,Herbal tea
283,06/11/2023,16:36:03,3,2,Utrecht,4.5,Chocolate,Hot chocolate
284,06/10/2023,19:17:20,2,2,Utrecht,4.25,Coffee,Syrup coffee
285,06/11/2023,07:18:30,5,3,Eindhoven,6.3,Coffee,Organic blended coffee
286,06/11/2023,07:25:28,2,1,Alkmaar,3.25,Tea,Chai tea
287,06/11/2023,17:39:49,2,2,Utrecht,3.5,Coffee,Milk coffee
288,06/09/2023,11:47:36,1,2,Utrecht,4.5,Chocolate,Hot chocolate
289,06/08/2023,11:26:49,1,2,Utrecht,3.75,Bakery,Sandwich
290,06/11/2023,10:23:24,1,3,Eindhoven,3.0,Tea,Black tea
291,06/11/2023,09:05:53,,1,Alkmaar,4.5,Chocolate,Hot chocolate
292,06/09/2023,11:39:36,1,2,Utrecht,4.5,Chocolate,Hot chocolate
293,06/05/2023,15:10:08,2,1,Alkmaar,3.25,Tea,Chai tea
294,06/06/2023,17:01:23,4,2,Utrecht,4.5,Chocolate,Hot chocolate
295,06/09/2023,08:18:25,1,1,Alkmaar,4.25,Coffee,Syrup coffee
296,06/05/2023,14:02:37,2,2,Utrecht,3.0,Bakery,Scone
297,06/11/2023,19:35:40,1,2,Utrecht,3.15,Tea,Green tea
298,06/09/2023,18:41:05,2,1,Alkmaar,3.5,Coffee,Milk coffee
299,06/07/2023,12:25:08,1,2,Utrecht,4.5,Chocolate,Hot chocolate
300,06/05/2023,14:34:58,3,3,Eindhoven,3.75,Bakery,Sandwich
301,06/10/2023,11:00:41,2,2,Utrecht,4.5,Chocolate,Hot chocolate
302,06/06/2023,08:01:14,3,3,Eindhoven,3.0,Tea,Black tea
303,06/07/2023,19:34:02,1,3,Eindhoven,3.5,Tea,Herbal tea
304,06/11/2023,14:24:13,2,2,Utrecht,3.5,Bakery,Pie
305,06/10/2023,08:35:20,2,2,Utrecht,3.0,Bakery,Scone
306,06/09/2023,11:09:36,1,1,Alkmaar,4.5,Chocolate,Hot chocolate
307,06/08/2023,11:39:26,1,2,Utrecht,2.0,Coffee,Black coffee
308,06/11/2023,15:42:52,2,3,Eindhoven,4.5,Chocolate,Hot chocolate
309,06/10/2023,16:48:51,2,2,Utrecht,6.3,Coffee,Organic blended coffee
310,06/10/2023,14:26:11,2,3,Eindhoven,2.0,Coffee,Black coffee
311,06/10/2023,12:26:13,2,1,Alkmaar,3.5,Tea,Herbal tea
312,06/08/2023,10:23:45,4,1,Alkmaar,3.5,Tea,Herbal tea
313,06/09/2023,15:36:15,2,1,Alkmaar,3.5,Bakery,Pie
314,06/07/2023,11:41:43,1,2,Utrecht,3.5,Bakery,Pie
315,06/07/2023,06:30:19,1,2,Utrecht,3.75,Bakery,Sandwich
316,06/11/2023,19:56:30,4,2,Utrecht,4.5,Chocolate,Hot chocolate
317,06/10/2023,10:24:18,2,2,Utrecht,3.75,Bakery,Sandwich
318,06/07/2023,10:33:36,1,1,Alkmaar,3.15,Tea,Green tea
319,06/08/2023,12:57:36,4,2,Utrecht,4.5,Chocolate,Hot chocolate
320,06/10/2023,15:14:19,6,,Alkmaar,4.5,Chocolate,Hot chocolate
321,06/11/2023,16:22:48,2,2,Utrecht,4.5,Chocolate,Hot chocolate
322,06/10/2023,12:15:27,1,2,Utrecht,3.0,Bakery,Scone
323,06/10/2023,11:46:33,1,2,Utrecht,4.5,Chocolate,Hot chocolate
324,06/10/2023,16:06:48,1,3,Eindhoven,4.5,Chocolate,Hot chocolate
325,06/10/2023,17:04:45,2,2,Utrecht,4.5,Chocolate,Hot chocolate
326,06/11/2023,15:34:13,1,2,Utrecht,3.0,Tea,Black tea
327,06/11/2023,12:54:10,2,3,Eindhoven,3.75,Bakery,Sandwich
328,06/11/2023,16:57:51,4,2,Utrecht,3.5,Bakery,Pie
329,06/08/2023,08:13:56,2,3,Eindhoven,4.25,Coffee,Syrup coffee
330,06/06/2023,09:10:58,2,2,Utrecht,3.5,Bakery,Pie
331,06/09/2023,08:58:28,4,2,Utrecht,4.5,Chocolate,Hot chocolate
332,06/10/2023,14:50:55,2,2,Utrecht,2.0,Coffee,Black coffee
333,06/09/2023,17:21:51,2,2,Utrecht,3.0,Bakery,Scone
334,06/05/2023,12:59:26,2,3,Eindhoven,3.5,Tea,Herbal tea
335,06/10/2023,06:05:23,4,3,Eindhoven,4.5,Chocolate,Hot chocolate
336,06/10/2023,10:54:07,1,3,Eindhoven,3.5,Bakery,Pie
337,06/07/2023,09:31:38,2,1,Alkmaar,3.5,Bakery,Pie
338,06/10/2023,10:15:09,1,1,Alkmaar,4.5,Chocolate,Hot chocolate
339,06/05/2023,12:07:58,2,1,Alkmaar,3.5,Tea,Herbal tea
